Subject,maxTvalue,t_threshold,best_cluster_size
1001,5.95936059951782,1.56174635887146,150
1002,12.0187215805054,3.19212055206299,203
1003,8.72154426574707,3.40924096107483,330
1006,11.5161151885986,2.14019846916199,181
1008,6.65607881546021,2.19640183448792,102
1009,5.0610728263855,2.28568363189697,70
1010,10.6439981460571,3.35153722763062,299
1011,13.9483699798584,5.59080600738525,342
1012,6.3729944229126,1.49678468704224,157
